
1,0.9999981857148906,24634.82171933018
2,0.9999987904765937,30817.11003011414
3,0.5818629965713071,0.3423622440358348
4,0.9999636204194535,6208.215024461471
5,0.9999954180100816,18469.166254192987
6,0.3888227204161871,0.053892211243381664
7,0.7770885062482753,0.6047711025678992
8,0.9999786956344524,6161.748606244742
9,0.2914350023690364,0.009841927548577321
10,0.5834978287879355,0.11133222139725643

6,0.3888227204161871,0.053892211243381664
3,0.5818629965713071,0.3423622440358348
1,0.9999981857148906,24634.82171933018
7,0.7770885062482753,0.6047711025678992
2,0.9999987904765937,30817.11003011414
5,0.9999954180100816,18469.166254192987
9,0.2914350023690364,0.009841927548577321
4,0.9999636204194535,6208.215024461471
10,0.5834978287879355,0.11133222139725643
